expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
13108,61,12827,13058,None,"Autogenerated RLRSM, (554 of modules on Ship requiring High Speed Maneuvering).RLRSM(PostPercent,1445)",((CurrentShip[Type(High Speed Manuvering)]->signatureRadiusBonus).(PostPercent)).RLRSM(subsystemBonusCaldariPropulsion),None,None,None
13109,9,12827,13051,None,"Autogenerated ALRSM, (554 of modules on Ship requiring High Speed Maneuvering).ALRSM(PostPercent,1435)",((CurrentShip[Type(High Speed Manuvering)]->signatureRadiusBonus).(PostPercent)).ALRSM(subsystemBonusAmarrPropulsion ),None,None,None
13110,61,12827,13051,None,"Autogenerated RLRSM, (554 of modules on Ship requiring High Speed Maneuvering).RLRSM(PostPercent,1435)",((CurrentShip[Type(High Speed Manuvering)]->signatureRadiusBonus).(PostPercent)).RLRSM(subsystemBonusAmarrPropulsion ),None,None,None
13111,7,1515,13051,None,"Autogenerated ALGM, (6 located on Ship).ALGM(1435,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).AddLocationGroupModifier (subsystemBonusAmarrPropulsion ),None,None,None
13112,59,1515,13051,None,"Autogenerated RLGM, (6 located on Ship).RLGM(1435,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).RemoveLocationGroupModifier (subsystemBonusAmarrPropulsion ),None,None,None
13113,7,1515,13058,None,"Autogenerated ALGM, (6 located on Ship).ALGM(1445,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).AddLocationGroupModifier (subsystemBonusCaldariPropulsion),None,None,None
13114,59,1515,13058,None,"Autogenerated RLGM, (6 located on Ship).RLGM(1445,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).RemoveLocationGroupModifier (subsystemBonusCaldariPropulsion),None,None,None
13115,7,1515,13063,None,"Autogenerated ALGM, (6 located on Ship).ALGM(1440,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).AddLocationGroupModifier (subsystemBonusGallentePropulsion ),None,None,None
13116,59,1515,13063,None,"Autogenerated RLGM, (6 located on Ship).RLGM(1440,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).RemoveLocationGroupModifier (subsystemBonusGallentePropulsion ),None,None,None
13117,7,1515,13068,None,"Autogenerated ALGM, (6 located on Ship).ALGM(1450,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).AddLocationGroupModifier (subsystemBonusMinmatarPropulsion),None,None,None
13118,59,1515,13068,None,"Autogenerated RLGM, (6 located on Ship).RLGM(1450,PostPercent)",((CurrentShip..Afterburner->capacitorNeed).(PostPercent)).RemoveLocationGroupModifier (subsystemBonusMinmatarPropulsion),None,None,None
13119,6,3276,12985,None,"Autogenerated AIM, Ship.552.AIM(1447,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13120,58,3276,12985,None,"Autogenerated RIM, Ship.552.RIM(1447,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13121,6,3276,12992,None,"Autogenerated AIM, Ship.552.AIM(1437,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13122,58,3276,12992,None,"Autogenerated RIM, Ship.552.RIM(1437,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13123,6,3276,12997,None,"Autogenerated AIM, Ship.552.AIM(1442,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13124,58,3276,12997,None,"Autogenerated RIM, Ship.552.RIM(1442,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13125,6,3276,13002,None,"Autogenerated AIM, Ship.552.AIM(1432,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13126,58,3276,13002,None,"Autogenerated RIM, Ship.552.RIM(1432,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13127,6,4423,13002,None,"Autogenerated AIM, Ship.76.AIM(1432,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13128,58,4423,13002,None,"Autogenerated RIM, Ship.76.RIM(1432,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13129,6,4423,12997,None,"Autogenerated AIM, Ship.76.AIM(1442,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13130,58,4423,12997,None,"Autogenerated RIM, Ship.76.RIM(1442,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13131,6,4423,12992,None,"Autogenerated AIM, Ship.76.AIM(1437,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13132,58,4423,12992,None,"Autogenerated RIM, Ship.76.RIM(1437,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13133,6,4423,12985,None,"Autogenerated AIM, Ship.76.AIM(1447,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13134,58,4423,12985,None,"Autogenerated RIM, Ship.76.RIM(1447,PostPercent)",((CurrentShip->maxTargetRange).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13135,6,9750,12985,None,"Autogenerated AIM, Ship.48.AIM(1447,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13136,58,9750,12985,None,"Autogenerated RIM, Ship.48.RIM(1447,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13137,6,9750,12992,None,"Autogenerated AIM, Ship.48.AIM(1437,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13138,58,9750,12992,None,"Autogenerated RIM, Ship.48.RIM(1437,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13139,6,9750,12997,None,"Autogenerated AIM, Ship.48.AIM(1442,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13140,58,9750,12997,None,"Autogenerated RIM, Ship.48.RIM(1442,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13141,6,9750,13002,None,"Autogenerated AIM, Ship.48.AIM(1432,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13142,58,9750,13002,None,"Autogenerated RIM, Ship.48.RIM(1432,PostPercent)",((CurrentShip->cpuOutput).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13143,6,3420,13002,None,"Autogenerated AIM, Ship.564.AIM(1432,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13144,58,3420,13002,None,"Autogenerated RIM, Ship.564.RIM(1432,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13145,6,3420,12997,None,"Autogenerated AIM, Ship.564.AIM(1442,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13146,58,3420,12997,None,"Autogenerated RIM, Ship.564.RIM(1442,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13147,6,3420,12992,None,"Autogenerated AIM, Ship.564.AIM(1437,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13148,58,3420,12992,None,"Autogenerated RIM, Ship.564.RIM(1437,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13149,6,3420,12985,None,"Autogenerated AIM, Ship.564.AIM(1447,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13150,58,3420,12985,None,"Autogenerated RIM, Ship.564.RIM(1447,PostPercent)",((CurrentShip->scanResolution).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13151,6,8287,12985,None,"Autogenerated AIM, Ship.209.AIM(1447,PostPercent)",((CurrentShip->scanLadarStrength).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13152,58,8287,12985,None,"Autogenerated RIM, Ship.209.RIM(1447,PostPercent)",((CurrentShip->scanLadarStrength).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13153,6,6139,12985,None,"Autogenerated AIM, Ship.210.AIM(1447,PostPercent)",((CurrentShip->scanMagnetometricStrength).(PostPercent)).AddItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13154,58,6139,12985,None,"Autogenerated RIM, Ship.210.RIM(1447,PostPercent)",((CurrentShip->scanMagnetometricStrength).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarElectronic),None,None,None
13155,6,6139,12992,None,"Autogenerated AIM, Ship.210.AIM(1437,PostPercent)",((CurrentShip->scanMagnetometricStrength).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13156,58,6139,12992,None,"Autogenerated RIM, Ship.210.RIM(1437,PostPercent)",((CurrentShip->scanMagnetometricStrength).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13157,6,8287,12992,None,"Autogenerated AIM, Ship.209.AIM(1437,PostPercent)",((CurrentShip->scanLadarStrength).(PostPercent)).AddItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13158,58,8287,12992,None,"Autogenerated RIM, Ship.209.RIM(1437,PostPercent)",((CurrentShip->scanLadarStrength).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteElectronic ),None,None,None
13159,6,8279,12997,None,"Autogenerated AIM, Ship.211.AIM(1442,PostPercent)",((CurrentShip->scanGravimetricStrength).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13160,58,8279,12997,None,"Autogenerated RIM, Ship.211.RIM(1442,PostPercent)",((CurrentShip->scanGravimetricStrength).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13161,12,4,9360,None,"Autogenerated ATT, Ship.1116",CurrentShip->scanProbeStrength,None,None,None
13162,31,1095,13161,None,"Autogenerated EFF, PostPercent modification to Ship.1116",(CurrentShip->scanProbeStrength).(PostPercent),None,None,None
13163,6,13162,12997,None,"Autogenerated AIM, Ship.1116.AIM(1442,PostPercent)",((CurrentShip->scanProbeStrength).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13164,58,13162,12997,None,"Autogenerated RIM, Ship.1116.RIM(1442,PostPercent)",((CurrentShip->scanProbeStrength).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13165,6,8284,12997,None,"Autogenerated AIM, Ship.208.AIM(1442,PostPercent)",((CurrentShip->scanRadarStrength).(PostPercent)).AddItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13166,58,8284,12997,None,"Autogenerated RIM, Ship.208.RIM(1442,PostPercent)",((CurrentShip->scanRadarStrength).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariElectronic ),None,None,None
13167,6,8284,13002,None,"Autogenerated AIM, Ship.208.AIM(1432,PostPercent)",((CurrentShip->scanRadarStrength).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13168,58,8284,13002,None,"Autogenerated RIM, Ship.208.RIM(1432,PostPercent)",((CurrentShip->scanRadarStrength).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13169,6,8279,13002,None,"Autogenerated AIM, Ship.211.AIM(1432,PostPercent)",((CurrentShip->scanGravimetricStrength).(PostPercent)).AddItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13170,58,8279,13002,None,"Autogenerated RIM, Ship.211.RIM(1432,PostPercent)",((CurrentShip->scanGravimetricStrength).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrElectronic ),None,None,None
13171,6,4255,12963,None,"Autogenerated AIM, Ship.267.AIM(1433,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13172,58,4255,12963,None,"Autogenerated RIM, Ship.267.RIM(1433,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13173,6,4258,12963,None,"Autogenerated AIM, Ship.268.AIM(1433,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13174,58,4258,12963,None,"Autogenerated RIM, Ship.268.RIM(1433,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13175,6,4261,12963,None,"Autogenerated AIM, Ship.269.AIM(1433,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13176,58,4261,12963,None,"Autogenerated RIM, Ship.269.RIM(1433,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13177,6,4264,12963,None,"Autogenerated AIM, Ship.270.AIM(1433,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13178,58,4264,12963,None,"Autogenerated RIM, Ship.270.RIM(1433,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13179,17,13171,13173,None,"auto-spliced exp 13171, 13173",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13180,17,13172,13174,None,"auto-spliced exp 13172, 13174",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13181,17,13175,13177,None,"auto-spliced exp 13175, 13177",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13182,17,13176,13178,None,"auto-spliced exp 13176, 13178",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13183,17,13179,13181,None,"auto-spliced exp 13179, 13181",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13184,17,13180,13182,None,"auto-spliced exp 13180, 13182",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13185,6,4255,12970,None,"Autogenerated AIM, Ship.267.AIM(1443,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13186,58,4255,12970,None,"Autogenerated RIM, Ship.267.RIM(1443,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13187,6,4258,12970,None,"Autogenerated AIM, Ship.268.AIM(1443,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13188,58,4258,12970,None,"Autogenerated RIM, Ship.268.RIM(1443,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13189,6,4261,12970,None,"Autogenerated AIM, Ship.269.AIM(1443,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13190,58,4261,12970,None,"Autogenerated RIM, Ship.269.RIM(1443,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13191,6,4264,12970,None,"Autogenerated AIM, Ship.270.AIM(1443,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13192,58,4264,12970,None,"Autogenerated RIM, Ship.270.RIM(1443,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13193,17,13185,13187,None,"auto-spliced exp 13185, 13187",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13194,17,13186,13188,None,"auto-spliced exp 13186, 13188",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13195,17,13189,13191,None,"auto-spliced exp 13189, 13191",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13196,17,13190,13192,None,"auto-spliced exp 13190, 13192",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13197,17,13193,13195,None,"auto-spliced exp 13193, 13195",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13198,17,13194,13196,None,"auto-spliced exp 13194, 13196",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13199,6,4255,12975,None,"Autogenerated AIM, Ship.267.AIM(1438,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13200,58,4255,12975,None,"Autogenerated RIM, Ship.267.RIM(1438,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13201,6,4258,12975,None,"Autogenerated AIM, Ship.268.AIM(1438,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13202,58,4258,12975,None,"Autogenerated RIM, Ship.268.RIM(1438,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13203,6,4261,12975,None,"Autogenerated AIM, Ship.269.AIM(1438,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13204,58,4261,12975,None,"Autogenerated RIM, Ship.269.RIM(1438,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13205,6,4264,12975,None,"Autogenerated AIM, Ship.270.AIM(1438,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13206,58,4264,12975,None,"Autogenerated RIM, Ship.270.RIM(1438,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13207,17,13199,13201,None,"auto-spliced exp 13199, 13201",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13208,17,13200,13202,None,"auto-spliced exp 13200, 13202",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13209,17,13203,13205,None,"auto-spliced exp 13203, 13205",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13210,17,13204,13206,None,"auto-spliced exp 13204, 13206",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13211,17,13207,13209,None,"auto-spliced exp 13207, 13209",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13212,17,13208,13210,None,"auto-spliced exp 13208, 13210",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13213,6,4255,12980,None,"Autogenerated AIM, Ship.267.AIM(1448,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13214,58,4255,12980,None,"Autogenerated RIM, Ship.267.RIM(1448,PostPercent)",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13215,6,4261,12980,None,"Autogenerated AIM, Ship.269.AIM(1448,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13216,58,4261,12980,None,"Autogenerated RIM, Ship.269.RIM(1448,PostPercent)",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13217,6,4264,12980,None,"Autogenerated AIM, Ship.270.AIM(1448,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13218,58,4264,12980,None,"Autogenerated RIM, Ship.270.RIM(1448,PostPercent)",((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13219,6,4258,12980,None,"Autogenerated AIM, Ship.268.AIM(1448,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13220,58,4258,12980,None,"Autogenerated RIM, Ship.268.RIM(1448,PostPercent)",((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13221,17,13213,13219,None,"auto-spliced exp 13213, 13219",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13222,17,13214,13220,None,"auto-spliced exp 13214, 13220",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13223,17,13215,13217,None,"auto-spliced exp 13215, 13217",((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13224,17,13216,13218,None,"auto-spliced exp 13216, 13218",((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
